UniversalMessageId,Message,Year,Month,Day,Editoria,Categoria,Produto,SocialNetwork,Sentimento,shares,comments,likes,alcance
WEB_115_sg_3F8CA1C047897F1BA89BC44527C1F624,"Análise
Base do pós-pago móvel já é mais de 40% do total no Brasil
A base brasileira de telefonia celular manteve em julho a tendência de queda geral, mas de avanço do LTE. No total, o mercado tinha 234,749 milhões de linhas no Brasil, uma redução de 0,14% no mês e de 3% comparado a julho de 2017. Porém, o grande destaque é a mudança de mix. Segundo dados da Anatel divulgados nesta quinta-feira, 30, 40,01% da base é composta de pós-pagos (e planos controle), ou 93,922 milhões de acessos após um crescimento de 0,79% no mês e de 13,47% em 12 meses. Comparando com o mesmo mês em 2015, a base pós era de 25,39%, ou 71,465 milhões de linhas.
Essa mudança de mix ocorre não apenas pelo avanço do pós, mas porque o pré-pago tem apresentado queda, decorrência da política de desconexões das operadoras e do fim do efeito comunidade após as promoções de ligações ilimitadas off-net, além do próprio avanço dos serviços over-the-top como o WhatsApp. Somente no mês foram 1,064 milhão de desligamentos (queda de 0,75%) de pré-pagos, e de 18,409 milhões em 12 meses (11,56% de redução), totalizando em julho 140,826 milhões de acessos, ou 59,99% da base. Em 2015, essa base pré era de 209,984 milhões de linhas, ou 74,61% do total do serviço móvel pessoal. Confira a evolução no gráfico abaixo.
As operadoras que mais cresceram no pós-pago em julho foram a Vivo, com 321,7 mil adições, e a TIM, com 179,7 mil novos acessos. Vale ressaltar, porém, que a TIM foi a que mais desligou pré-pagos no mês: foram 488,2 mil desconexões. A Claro, por sua vez, desligou 281,3 mil acessos pré-pagos.
Conforme a própria operadora já divulgou desde junho, a Vivo conta hoje com mais da metade dos acessos em pós, o que garante o maior mix entre as grandes teles. Em julho, a operadora contava com 51,4% de sua base nessa modalidade. A Claro conta com 37,2% de pós, enquanto a TIM tem 34,2%. A Oi, por sua vez, tem 24,7% de pós-pagos. Confira o gráfico abaixo com a proporção de pós-pago e pré-pago das quatro principais operadoras do País.
4G em alta
A base LTE agora representa mais da metade do total brasileiro. Essa tecnologia somou 120,632 milhões de acessos, um crescimento de 2,03% no mês e 43,42% em 12 meses. A novidade em julho foi a contabilização dos dados de 4G da Algar pela primeira vez: a operadora mineira registrou pouco mais de 231 mil acessos. O destaque negativo é da Nextel, que apresentou redução de 2,13% no mês (26,2 mil desligamentos), totalizando 1,206 milhão de acessos.
A Vivo segue na liderança de mercado com 32,68% de participação, total de 39,420 milhões de acessos. Em segundo vem a TIM, com 31,829 milhões de linhas, e 26,39% do mercado. Quem mais cresceu no mês foi a terceira colocada, a Claro, com 2,42% de avanço (659,7 mil adições líquidas), e total de 27,951 milhões de acessos, ou 23,71% do mercado. A Oi manteve sua quarta posição, com 19,993 milhões de conexões e 16,57% de share.
Demais tecnologias
A 3G também manteve firme sua tendência de queda livre, com 2,249 milhões de desligamentos somente entre junho e julho (queda de 3,23%), e um acumulado de 33,922 milhões de desconexões em 12 meses (redução de 33,50%). Essa base WCDMA tem atualmente 67,340 milhões de acessos. Quem mais perdeu no mês foi a Claro, com 773,5 mil desligamentos. A empresa é também a maior base, com 22,493 milhões de linhas, ou 33,40% do mercado de terceira geração. A Nextel foi a única a adicionar linhas 3G no mês: 78,2 mil adições líquidas, total de 1,897 milhão de acessos.
A tecnologia 2G caiu mais em julho do que no mês anterior. Foram 647,4 mil desligamentos, uma redução mensal de 2,33% (e de 30,55% no ano), totalizando 27,118 milhões de linhas. Os terminais de dados (modem e tablet 3G) caíram 1,79% e totalizaram 2,529 milhões de conexões em julho.
Os acessos máquina a máquina (M2M) tiveram avanço tanto na Especial (1,43% no mês e 24,87% no ano) quanto na Padrão (1,10% no Mês e 20,48% no ano). No total, as bases M2M tinham respectivamente 7,781 milhões e 9,346 milhões de linhas.
COMENTÁRIOS
Nenhum comentário para esta notícia.",2018,2018-08-01,2018-08-31,A,Atendimento e Relacionamento,TIM Pós,Web,Negativo,62,252,1282,18280
WEB_98_sg_DEA513DD0A0F4B73D46B75E11C7AC8F0,"A Facebook vai investir três milhões de dólares (2,4 milhões de euros) num programa destinado a ajudar vários títulos da imprensa regional norte-americana a aumentar o número de assinantes digitais, uma questão muito importante para estas publicações.
O projeto, batizado “Acelerador das Assinaturas da Imprensa Local”, já identificou 13 jornais, segundo uma mensagem colocada hoje pelo diretor das parcerias ‘media’ da Facebook, Campbell Brown.
Com o contributo de Tim Griggs, ex-editor do New York Times e especialista em edição digital, a rede social vai oferecer uma formação aos representantes dos jornais para “fazer passar a sua atividade ‘assinaturas digitais’ ao nível superior”, segundo Brown.
Depois de uma primeira fase comum a todos os títulos parceiros, entre os quais Chicago Tribune, San Francisco Chronicle ou Miami Herald, cada título vai conceber o seu próprio plano estratégico com a ajuda de especialistas.
Os três milhões de dólares vão ser aplicados na concretização destes planos estratégicos.
Graças à campanha eleitoral e ao primeiro ano de Donald Trump na Casa Branca, três dos quatro maiores títulos de audiência nacional – New York Times, Washington Post e Wall Street Journal –, viram a sua carteira de assinantes aumentar.
Qualquer um dos três já conta com mais de um milhão de assinantes digitais, com o New York Times à frente, com 2,64 milhões de assinantes pagos na internet, no final de 2017.
O quarto título com audiência nacional, o USA Today, não tem ‘paywall’, isto é, limite ao número de artigos em acesso livre.
Se também beneficiaram de um ‘efeito Trump’, os títulos da imprensa regional estão com dificuldades em dotar as suas carteiras de assinantes de uma dimensão crítica, suscetível de compensar a erosão contínua das vendas das edições em papel e da publicidade impressa.
O grupo Tronc, que possui vários diários de referência, como o Chicago Tribune ou o Los Angeles Times, e edita cerca de 20 publicações, só contava, no final de setembro, com 265 mil assinantes digitais – número este que, não obstante, quase duplicou em um ano.
Criticada com regularidade, pela sua falta de transparência e a sua recusa de partilhar mais as receitas obtidas com os artigos publicados na sua rede, a Facebook anunciou, nos últimos meses, várias iniciativas destinadas à imprensa.
RN // ARA
Lusa/Fim
The post Facebook investe 3 milhões dólares em ajudas à imprensa regional norte-americana appeared first on EUA Contacto New jersey.",2018,2018-02-01,2018-02-28,A,Produtos e Serviços,Atendimento,Web,Negativo,64,135,1385,21702
TWITTER_7_1121067560710094848,"@thays_nataly O meu antigo era da TIM, o sinal era ótimo não tinha oq reclamar, dai a Nextel me liga me oferecendo uma oferta q parecia ser maraaaaaa, mas o sinal é um 👌🏻",2019,2019-04-01,2019-04-24,A,,,Twitter,Neutro,82,114,1739,22786
TWITTER_8_1121840744799584256,"POSSSTEEEEEIIII 🎶 
É Instagram ilimitado que você quer, @? Então assista à nova campanha do #TIMControle com @Ludmilla, @SimoneeSimaria e não espere mais o wi-fi para postar suas melhores fotos! https://t.co/6clUFfczbU",2019,2019-04-01,2019-04-26,A,Atendimento e Relacionamento,Aplicativos Ilimitados,Twitter,Positivo,70,284,1317,22348
WEB_100_sg_8A67DD1CCBDE1DC452444CCAB85F2199,"Por favor peço intervenção neste caso que já me desgastou o tanto quanto. Não aguento mais ligar na TIM, passar mais de 1 hora em ligação e ninguém resolver meu problema. Inicialmente o problema era na lentidão da internet (o qual nunca foi solucionado). Todo mês (já por mais de 5 meses) a fatura vem com valor maior (R$ 99,90), sendo que o valor negociado a ser pago mensalmente é R$ 78,75, com isso todo mês sou obrigado a ligar, passar 1 hora em ligação, e solicitar a correção da fatura. O analista ajusta, diz que foi ajustado definitivamente, mas no próximo mês acontece a mesma coisa. Dia 22/06/2019 minha internet parou, liguei na TIM abri o protocolo e me disseram que trata-se de um problema físico, do qual não poderiam resolver remotamente. Gostaria de entender o por que minha internet voltou a funcionar hoje (25/06/2019) SEM QUALQUER MANUTENÇÃO DO TÉCNICO já que seria um problema físico. Pago por 40 MG ou mais e tenho hoje 7,88 Mbps (de acordo com o Speedtest). Não aguento mais a TIM, NÃO QUERO MAIS NEGOCIAÇÃO, QUERO APENAS QUE FINALIZEM O MEU CONTRATO ENCERRANDO A FIDELIDADE PRA EU CONTRATAR OUTRA OPERADORA. ESTOU DE SACO CHEIO !!!!!!!!",2019,2019-06-01,2019-06-25,A,Redes,Internet,Web,Negativo,94,152,1062,12855
TWITTER_4_1165626933830410241,A @TIMBrasil na minha cidade não funciona nem o meio G imagina o 3g ou 4g. Faz uma fézinha melhora o sinal aqui na cidade.,2019,2019-08-01,2019-08-25,A,Redes,4G,Twitter,Negativo,91,179,1497,24628
FACEBOOK_39_m_rYiyKIavQbtN8M836h3faOCrgBnJrqAUA-3QBp_CWNzKnYscjtN4A-KnmpfBLzAe2clPDtyp0FmpXtGnyohi_A,"Olá, Gabriel. Ao inserir o número incorreto não é possível realizar a troca, o convite migrará a linha caso a mesma seja da operadora Tim e pré-pago, se porventura a linha informada for de outra operadora ou possuir algum plano ativo que seja incompatível com o Beta (controle, pós pago), você receberá um e-mail com a opção de informar um outro número. Orientamos que aguarde o prazo de 10 dias úteis a partir do cadastro. Ficamos à disposição.",2019,2019-06-01,2019-06-27,A,Produtos e Serviços,TIM Pós,Facebook,Neutro,68,226,1751,16571
WEB_115_9b394289dcdbcb00e0801d78d55d682b,"Da Redação há 1 minuto Economia 
A Agência Nacional de Telecomunicações (Anatel) informouna noite desta quinta-feira, 22, que está à disposição das autoridades para esclarecer questões a respeito da proposta de Termo de Ajustamento de Conduta (TAC) formulada para a Vivo. 
Em nota, o órgão reafirmou que ainda não foi notificado sobre a iniciativa do Ministério Público Federal no Distrito Federal (MPF-DF). O MPF-DF decidiu abrir investigação sobre o TAC a partir de uma denúncia anônima, por suspeita de favorecimento à Vivo. A Anatel esclarece que soube da investigação por meio da imprensa. 
“Após sua cientificação formal, a Anatel colocar-se-á ao dispor das autoridades no que for necessário para elucidação dos fatos”, diz a nota oficial. “A Anatel é um órgão de Estado, submetido a rígidos mecanismos de controle e de participação social, tendo como padrão de conduta o respeito à lei e ao princípio constitucional da transparência.” 
Para se livrar de multas de R$ 2,2 bilhões, a Telefônica se comprometeu a aplicar R$ 5,4 bilhões em projetos de melhoria no atendimento, ampliação da cobertura e implantação de 3G e 4G em 624 municípios de todos os Estados do País. 
Mais da metade disso, cerca de R$ 3,8 bilhões, será usada para implantar estrutura de fibra ótica em 105 cidades, das quais 104 já registram a presença de concorrentes que oferecem internet. A nova rede permitirá ofertar internet de altíssima velocidade nessas localidades. O TAC é criticado pela Claro (Net), pela TIM e por pequenos provedores de internet. 
A proposta de TAC foi aprovada pela Anatel em outubro de 2016 e enviada ao Tribunal de Contas da União (TCU), que solicitou ajustes. Depois disso, o TAC voltou para análise da área técnica do órgão regulador, mas ainda não foi submetido novamente ao Conselho Diretor da agência.",2018,2018-02-01,2018-02-23,A,Produtos e Serviços,Internet,Web,Negativo,60,255,1630,29612
WEB_100_sg_DEE93954D372DAAFFE622CD10388A778,"Há alguns meses atrás, contratei a Live Tim de 150Mb e cancelei meu antigo provedor de internet.O primeiro mês foi excelente e sem interrupções no sinal.No entanto, a partir do segundo mês, preciso entrar em contato quase que semanalmente com a empresa pois o serviço fica indisponível. Ou seja, praticamente, a cada semana, fico um dia sem os serviços de internet da empresa.Quando o serviço está disponível, não tenho reclamações, mas a indisponibilidade ocorre com frequência suficiente para repensar a decisão de ter contratado o serviço.Além disso, sempre que entramos em contato com a central de atendimento, eles informam que foi aberto um chamado para a equipe técnica e que eles têm até 48 horas para entrar em contato, o que é um prazo inaceitável para quem depende do serviço de internet para praticamente tudo em casa, inclusive trabalho.",2018,2018-12-01,2018-12-26,A,Produtos e Serviços,Internet,Web,Negativo,77,147,1662,15807
TWITTER_8_1077308342798819331,eu fui editar um icon do tae e a intenção era roxo mas ele ficou igual aqueles carinha da tim pic.twitter.com/y2bD1GBH7J,2018,2018-12-01,2018-12-24,A,Marca,Marca,Twitter,Neutro,81,258,1618,23790
YOUTUBE_44_UgyUIw1b97N3w1agxyt4AaABAg,Se a o serviço da Tim fosse bom realmente como as propagandas eu jamais mudaria de operadora.,2019,2019-06-01,2019-06-29,A,Redes,TIM Pré,Youtube,Positivo,71,153,1645,21233
FACEBOOK_39_m_5nfnj-Hhph23UuTU5NVYVWWuudlH8c6hZOLQr8_6P7p3YfRRo0wNgAPOVcEMcRk_yInQkbYgXdLrpGJ5zm9WKA,"Opa Jaqueline, tudo certo? Primeiro você precisa ter um amigo Beta Lab com convite disponível e pedir pra ele te enviar pelo Whatsapp. Mais se liga só, você precisa ter um chip TIM Pré Pago TIM ativado porque senão a migração não ocorre, Beleza?! #BoaSorte ;D",2019,2019-08-01,2019-08-29,A,Redes,Cobertura,Facebook,Neutro,96,162,1225,15829
TWITTER_7_1077194950356414465,@jr_twisten tomara pq meu 3g da tim não aguenta,2018,2018-12-01,2018-12-24,A,Redes,2G/3G,Twitter,Neutro,78,147,1127,21018
WEB_98_mov_B074D0D140277BFAE7C9D8161064685A,"Mais DDDs foram liberados nesta quarta, o que representa 56,7% do total no Brasil. Parece mesmo que a Veek, operadora móvel virtual lançada no ano passado, está querendo aparecer. Nesta quarta-feira (21), a empresa fez uma nova postagem nas redes sociais anunciando ...",2018,2018-02-01,2018-02-22,A,Redes,Atendimento,Web,Negativo,62,180,1566,16771
WEB_100_sg_0C388BECBD86EAA50E4C7F18E62C096A,"Chegamos em casa no domingo (24/02) e vimos que estávamos sem internet. Ligamos para o SAC da Tim Live que promete atendimento todos os dias 24 horas.Da primeira vez que ligamos, ficamos esperando 33 min para sermos atendidos. Da segunda vez, nos encaminharam pro setor de técnico de internet, esperamos 12 min e não fomos atendidos. Da terceira vez, fomos supostamente atendidos, mas o atendente não vez nada a não ser perguntar quais luzes estavam acesas e dizer que tínhamos que esperar 48 horas!!!! 48 horas pra internet voltar, porque ele não sabia se o problema era interno ou externo!Eu trabalho em casa, usando a internet! Isso vai fazer com que eu gaste dados do meu celular, me fazendo pagar a mais! Nós assinamos a Tim Live, porque nos prometeram uma internet boa e que não cai, porque é fibra ótica. Não caiam nessa lorota. Além de ter a mesma qualidade que outros planos, o SAC é uma droga e não resolve problema nenhum.",2019,2019-02-01,2019-02-24,A,Produtos e Serviços,TIM Live,Web,Negativo,61,245,1145,18852
TWITTER_7_1034994227409764352,@shildsss @TIMBrasil @vitoria Legalizado 1.0 aspirado no álcool,2018,2018-08-01,2018-08-30,A,,,Twitter,Neutro,65,110,1118,16718
TWITTER_8_1057600954013487105,"Quem tem de fazer propaganda é a Claro, pra disputar meu dinheiro com a Vivo ou a Tim. Propaganda é da Nike, senão eu compro Adidas.

Propaganda do governo é pra quê? Dá pra escolher pagar imposto pra outro?

Publicidade estatal é só controle da mídia. Chega!",2018,2018-10-01,2018-10-31,A,Marca,Marca,Twitter,Neutro,81,252,1720,20329
WEB_100_sg_A440F563A6E7522C1783E04AA0E3710A,"Já estou há mais de 36hrs sem internet e a URA que me atende diz desde a primeira ligação que o serviço será normalizado em 8hrs um prazo que, obviamente, não se cumpriu. E por mais de 11 vezes tentei entrar em contato com um atendente humano mas a Tim desliga antes disso acontecer, tenho gravadas as ultimas duas tentativas. Eles também possuem um serviço de whats app que também não responde, demorou quase uma hora apenas para o robô me responder pedindo meus dados e parou por aí, também tenho os prints dessa ""conversa"". Já abri também um chamado na Anatel, vamos ver se algum canal resolve.",2019,2019-02-01,2019-02-27,A,Atendimento e Relacionamento,Atendimento Demorado,Web,Negativo,63,260,1103,23845
WEB_100_sg_0BEEE4584EAFACB4B91ED28C165C0254,"Boa tarde!Relato aqui minha indignação contra a empresa Tim e a falta de preparo do atendimento ao cliente em todos os setores. Sem falar a falta de respeito para com o cliente, mesmo sabendo que está sendo gravado a conversa eles agem como querem. Se agem assim é por conivência da empresa, por não ter uma avaliação ou fiscalização. E talvez por nós clientes alimentarmos tudo isso, pois se todos nós que deparace diante de problemas com dificuldade referente a solução inadequada e vinhece a cancelar o serviço, teríamos mais respeito. Pois digo que até para cancelar eles dificultam e você não consegue concluir o cancelamento. Pois bem um resumo do meu caso, pois se for expor tudo escreveria um livro. Desde sábado dia 20/10/18 quando consegui concluir um contato que vinha tentando resolver referente ao aumento do meu pacote sem eu ter sido comunicado. E então no sábado consegui o reajuste do valor e recebi por e-mail duas faturas com o valor corrigido e me foi oferecido um pacote de 60 megas + tel. Fix e alguns canais, quando o meu de 35 não faz mais parte dos pacotes oferecidos pela empresa. Ao mesmo contato eu comuniquei a atendente que estaria efetuando o pagamento no mesmo dia e se tinha como enviar esse boleto pago para liberar mais rápido o sinal, quando o mesmo estava reduzido por está em atraso, devido o aumento. Assim me foi passado e enviei o mesmo para o e-mail que me foi passado. Durante a semana entrei em contato várias vezes, pois o mesmo ainda não se encontrava liberado. Como estava para ser feito essa troca do pacote de 35 para 60 megas, procurei aguardar e ontem entraram em contato confirmando a troca do modem com a respectiva nova instalação. E  o técnico que estava marcado para a tarde chegou pela manhã às 8:00 h, concluiu a instalação e foi embora. Ao eu tentar navegar na internet, com dificuldades fiz alguns testes e verifiquei que a redução continuava na mesma.Entrando então em contato com a empresa Tim, após essa nova instalação para verificar e resolver meu caso, saí mais uma vez sem solução. Indicação total! Pois nos tratam como peteca ou bolinha de ping pong. Simplesmente Falta de respeito 1:34 horas em uma única ligação sem solução ou uma ideia convicente. Devido não solucionar nem a estabilidade da internet, quanto ao cancelamento pelo próprio atendimento da empresa Tim, estarei indo fazer o mesmo direito ao atendimento do Procon. Pois alcançou meu limite, hoje cheguei passar mal. Lamentável!André Cardoso",2018,2018-10-01,2018-10-27,A,Atendimento e Relacionamento,Sinal,Web,Negativo,65,119,1589,23016
